               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.031881,            0.027274,            0.015033,             0.71135,             0.97525,              0.8011,             0.60893,            0.022624,            0.021744,            0.013011,           0.0016561,           0.0016561,            0.053656
                  37,            0.031998,            0.028096,            0.015163,             0.71097,              0.9637,              0.7878,             0.60546,            0.020076,            0.021023,            0.012229,           0.0016081,           0.0016081,            0.052308
                  38,            0.033928,            0.027759,            0.014869,             0.69843,             0.98481,             0.76415,             0.57709,            0.021354,            0.021596,             0.01218,           0.0015606,           0.0015606,            0.050961
                  39,            0.032238,            0.027413,            0.014627,             0.69658,              0.9703,             0.75323,             0.55858,            0.023477,            0.022076,            0.012918,           0.0015144,           0.0015144,            0.049614
                  40,            0.032339,            0.027271,             0.01498,             0.70943,             0.95545,             0.78313,             0.60493,            0.021077,            0.020875,            0.013142,           0.0014704,           0.0014704,             0.04827
                  41,            0.030136,             0.02735,             0.01452,             0.70239,             0.99333,             0.79662,             0.63419,            0.020185,            0.020817,            0.011941,           0.0014294,           0.0014294,            0.046929
                  42,            0.031046,            0.026745,            0.014186,             0.70271,             0.98558,             0.78955,             0.62818,            0.019405,            0.020454,            0.012285,           0.0013921,           0.0013921,            0.045592
                  43,            0.029227,            0.026849,            0.014144,             0.69158,              0.9934,             0.74597,             0.56862,            0.020376,            0.021172,             0.01247,           0.0013594,           0.0013594,            0.044259
                  44,              0.0283,            0.026334,            0.014318,             0.68379,             0.97855,             0.74549,               0.558,            0.021817,            0.021433,            0.010854,            0.001332,            0.001332,            0.042932
                  45,            0.028448,            0.026869,            0.014008,              0.6926,              0.9637,             0.75212,             0.58622,            0.020082,            0.020387,            0.013309,           0.0013109,           0.0013109,            0.041611
                  46,            0.030466,            0.026032,            0.014075,             0.71188,               0.962,             0.80154,             0.62925,            0.019926,            0.019826,            0.012084,           0.0012967,           0.0012967,            0.040297
                  47,            0.029256,             0.02621,            0.013935,             0.67996,              0.9736,              0.7589,             0.60959,            0.018865,            0.019819,            0.012333,           0.0012901,           0.0012901,             0.03899
                  48,             0.02746,            0.026102,            0.013802,             0.68598,              0.9769,             0.75438,             0.59863,            0.018891,            0.020268,             0.01176,           0.0012921,           0.0012921,            0.037692
                  49,            0.027629,            0.026325,            0.013691,             0.68816,             0.98515,             0.75142,              0.5744,            0.019092,             0.02005,            0.011578,           0.0013031,           0.0013031,            0.036403
                   0,            0.076405,            0.035224,            0.024754,             0.78425,              0.4421,             0.38587,             0.11651,            0.045592,            0.025003,            0.015819,             0.00051,             0.00051,             0.09541
                   1,            0.059071,            0.025398,            0.010042,             0.84611,             0.40531,             0.42457,             0.16651,            0.038715,            0.017342,           0.0043032,           0.0010292,           0.0010292,            0.090729
                   2,            0.054194,            0.019286,           0.0048237,             0.40898,             0.65232,             0.49046,             0.21248,            0.036254,            0.014006,           0.0019005,           0.0015451,           0.0015451,            0.086045
                   3,            0.047717,            0.016095,           0.0029173,             0.64843,             0.80795,             0.69876,             0.41467,            0.027727,            0.012418,           0.0015002,           0.0020553,           0.0020553,            0.081355
                   4,            0.044005,            0.014494,           0.0024402,             0.63044,             0.88079,             0.74345,             0.29279,            0.027923,            0.011094,           0.0011057,           0.0025575,           0.0025575,            0.076657
                   5,            0.040415,            0.013202,           0.0021945,             0.63747,             0.92384,             0.69884,             0.42499,            0.022032,            0.010408,           0.0012604,           0.0030491,           0.0030491,            0.071949
                   6,            0.037618,            0.012688,           0.0020508,             0.67648,             0.83352,             0.69357,             0.41556,            0.021606,            0.010071,           0.0012793,            0.003528,            0.003528,            0.067228
                   7,            0.036124,            0.011903,           0.0019269,             0.75143,             0.88079,              0.7462,             0.49513,            0.018426,           0.0092414,            0.001058,            0.003992,            0.003992,            0.062492
                   8,            0.032586,            0.011424,           0.0017824,             0.76482,             0.91178,             0.78678,             0.54268,            0.016124,           0.0087323,           0.0010115,           0.0044389,           0.0044389,            0.057739
                   9,            0.030906,            0.011309,           0.0016411,             0.69075,             0.94371,             0.70025,             0.51496,             0.01768,           0.0089768,          0.00090637,           0.0048668,           0.0048668,            0.052967
                  10,            0.030049,            0.010822,            0.001546,             0.73853,             0.90327,             0.73213,             0.51152,            0.015648,           0.0086564,          0.00094666,           0.0052738,           0.0052738,            0.048174
                  11,            0.027909,            0.010679,           0.0014839,             0.70337,             0.99007,             0.74191,             0.55724,            0.013665,           0.0080958,          0.00079476,           0.0056581,           0.0056581,            0.043358
                  12,            0.026595,            0.010241,           0.0014018,             0.70062,             0.94371,             0.73459,             0.54446,            0.014495,           0.0078238,          0.00078037,           0.0060182,           0.0060182,            0.038518
                  13,            0.025699,           0.0099957,           0.0013212,             0.71888,             0.97612,             0.74801,             0.56039,            0.012428,           0.0075065,          0.00073123,           0.0063527,           0.0063527,            0.033653
                  14,            0.025225,            0.010089,           0.0012977,             0.70784,             0.98011,             0.73169,              0.5859,            0.012907,           0.0074285,          0.00067103,           0.0066602,           0.0066602,             0.02876
                  15,            0.023046,           0.0093436,           0.0011778,             0.71477,             0.98333,             0.71447,             0.55179,            0.013529,            0.007399,          0.00060497,           0.0069398,           0.0069398,             0.02384
                  16,            0.022379,            0.009345,           0.0012054,             0.73274,             0.93709,              0.7884,             0.62822,            0.011879,           0.0069654,          0.00055804,           0.0071905,           0.0071905,            0.018891
                  17,            0.021688,           0.0091972,           0.0011042,             0.72181,             0.95695,              0.7531,             0.60495,            0.011594,             0.00681,          0.00059231,           0.0074118,           0.0074118,            0.013912
                  18,            0.020587,           0.0090359,           0.0011195,             0.69327,             0.98675,             0.71178,             0.60835,           0.0098642,           0.0064673,          0.00056134,            0.007603,            0.007603,            0.008903
                  19,            0.019534,           0.0086557,           0.0010693,             0.70172,             0.99006,             0.72701,             0.63229,            0.010073,           0.0062822,          0.00052043,           0.0074725,           0.0074725,           0.0074725
                  20,            0.018779,           0.0085996,          0.00098267,             0.73907,             0.96026,             0.74178,             0.62988,            0.010079,           0.0059984,          0.00053446,           0.0074725,           0.0074725,           0.0074725
                  21,            0.017872,           0.0082375,           0.0009446,             0.72056,             0.93046,             0.72102,             0.63134,           0.0090463,           0.0059865,          0.00051946,           0.0072361,           0.0072361,           0.0072361
                  22,             0.01685,           0.0083363,          0.00091494,              0.7475,             0.95364,              0.7761,             0.68028,           0.0080238,           0.0053295,          0.00048542,           0.0069948,           0.0069948,           0.0069948
                  23,            0.016197,           0.0078786,          0.00083833,             0.70029,              0.9801,             0.73205,             0.59621,             0.00962,           0.0060223,          0.00043518,           0.0067495,           0.0067495,           0.0067495
                  24,            0.015662,           0.0078789,          0.00080789,             0.71358,             0.98607,             0.75813,             0.65989,           0.0078315,           0.0055096,          0.00038972,           0.0065013,           0.0065013,           0.0065013
                  25,            0.014901,           0.0075818,           0.0008182,             0.72143,             0.93709,             0.73868,             0.66724,           0.0071049,           0.0051356,          0.00037704,           0.0062512,           0.0062512,           0.0062512
                  26,            0.014469,           0.0074328,          0.00071221,             0.75361,             0.93709,             0.76029,             0.69277,           0.0072462,           0.0048159,          0.00032912,               0.006,               0.006,               0.006
                  27,            0.014321,           0.0075089,          0.00073752,             0.71374,             0.97682,             0.74367,             0.67073,           0.0065382,           0.0049097,          0.00041887,           0.0057488,           0.0057488,           0.0057488
                  28,            0.013304,           0.0072626,           0.0006964,             0.71558,             0.98668,             0.74932,             0.68331,           0.0065231,           0.0047371,          0.00036103,           0.0054987,           0.0054987,           0.0054987
                  29,            0.012757,            0.007198,          0.00067255,             0.75073,             0.98675,             0.79628,             0.73245,           0.0061003,           0.0044774,          0.00033985,           0.0052505,           0.0052505,           0.0052505
                  30,            0.012146,           0.0067993,          0.00062804,             0.72298,             0.97682,             0.77748,             0.72474,           0.0055392,           0.0045467,          0.00031676,           0.0050052,           0.0050052,           0.0050052
                  31,            0.012039,           0.0070341,          0.00063264,             0.77108,              0.8543,             0.78556,              0.7273,           0.0061018,           0.0045812,          0.00029992,           0.0047639,           0.0047639,           0.0047639
                  32,            0.011729,           0.0067108,          0.00059704,              0.7627,             0.89721,             0.75868,             0.70235,           0.0059755,           0.0046781,          0.00030085,           0.0045275,           0.0045275,           0.0045275
                  33,            0.011505,           0.0064865,          0.00057923,             0.73919,             0.93377,              0.7758,             0.70498,           0.0055109,           0.0042218,          0.00030971,           0.0042969,           0.0042969,           0.0042969
                  34,            0.010922,            0.006418,          0.00055858,             0.75036,             0.92715,             0.81765,             0.75553,           0.0052926,           0.0041276,          0.00026592,            0.004073,            0.004073,            0.004073
                  35,            0.010695,            0.006478,          0.00055284,             0.75684,             0.96689,             0.77569,             0.73912,           0.0044527,           0.0040459,          0.00026907,           0.0038567,           0.0038567,           0.0038567
                  36,            0.010368,           0.0063524,          0.00053686,             0.74704,             0.94371,             0.74945,             0.71588,           0.0042379,           0.0039858,          0.00026001,           0.0036489,           0.0036489,           0.0036489
                  37,           0.0098614,           0.0062154,          0.00050815,             0.76952,             0.93903,             0.77073,             0.73322,           0.0044165,           0.0040094,          0.00025732,           0.0034503,           0.0034503,           0.0034503
                  38,           0.0095188,           0.0061599,           0.0004952,             0.75918,             0.99005,             0.76097,             0.71799,           0.0046207,           0.0040126,          0.00022682,           0.0032618,           0.0032618,           0.0032618
                  39,           0.0091418,           0.0059515,            0.000479,             0.75384,              0.9404,             0.77775,             0.72551,           0.0048114,            0.003924,          0.00024011,           0.0030841,           0.0030841,           0.0030841
                  40,           0.0092182,           0.0058656,          0.00045922,             0.76332,             0.93617,             0.77919,             0.74274,           0.0039942,           0.0039421,          0.00024111,           0.0029179,           0.0029179,           0.0029179
